"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"2002","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","60,530.514",""
"2002","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","31,029.710",""
"2002","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","30,498.428",""
"2002","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","29,290.588",""
"2002","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,145.267",""
"2002","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","89,091.756",""
"2002","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","88,551.008",""
"2002","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","85,127.901",""
"2002","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","58,541.825",""
"2002","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","27,091.102",""
"2002","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","25,980.172",""
"2002","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","24,376.186",""
"2002","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","20,468.916",""
"2002","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","38,318.955",""
"2002","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","38,219.943",""
"2002","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","36,543.730",""
"2002","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","24,529.606",""
"2002","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","6,988.074",""
"2002","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","6,958.582",""
"2002","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,771.516",""
"2002","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,890.143",""
"2002","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","18,643.663",""
"2002","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","18,597.134",""
"2002","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,314.999",""
"2002","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,671.201",""
"2002","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","36,020.761",""
"2002","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","35,018.574",""
"2002","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","34,227.180",""
"2002","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,167.335",""
"2002","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","52,923.550",""
"2002","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","51,180.718",""
"2002","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","49,128.641",""
"2002","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","35,298.831",""
"2002","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","3,390.493",""
"2002","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","3,219.670",""
"2002","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,179.286",""
"2002","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,981.307",""
"2002","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","25,883.117",""
"2002","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","24,813.940",""
"2002","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","22,814.214",""
"2002","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","20,083.583",""
"2002","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","232,728.404",""
"2002","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","220,395.245",""
"2002","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","220,011.303",""
"2002","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","146,972.808",""
"2002","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2002","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2002","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2002","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2002","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,556.573",""
"2002","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,531.270",""
"2002","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,518.167",""
"2002","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,495.815",""
"2002","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","2,083.024",""
"2002","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","2,038.861",""
"2002","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,055.871",""
"2002","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,819.033",""
"2002","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","15,793.234",""
"2002","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","15,734.693",""
"2002","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,442.374",""
"2002","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,010.201",""
"2002","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","75,728.006",""
"2002","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","74,309.782",""
"2002","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","71,200.190",""
"2002","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","57,539.030",""
"2002","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2002","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2002","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2002","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,897.181",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,897.181",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,890.231",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent","915.127",""
"2002","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2002","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2002","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2002","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2002","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","135,712.873",""
"2002","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","135,411.951",""
"2002","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","134,019.312",""
"2002","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","75,091.251",""
"2002","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2002","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2002","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2002","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2003","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,620,085.823",""
"2003","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,548,066.528",""
"2003","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,474,990.013",""
"2003","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,071,103.641",""
"2003","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,314,214.688",""
"2003","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,247,476.004",""
"2003","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,185,495.791",""
"2003","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","874,011.708",""
"2003","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","66,774.996",""
"2003","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","58,089.379",""
"2003","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","52,620.589",""
"2003","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","41,667.284",""
"2003","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","19,609.300",""
"2003","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","19,305.333",""
"2003","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","18,717.803",""
"2003","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,933.258",""
"2003","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","44,840.301",""
"2003","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","44,638.916",""
"2003","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","42,516.163",""
"2003","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","27,509.992",""
"2003","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","21,826.195",""
"2003","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","20,175.267",""
"2003","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","20,534.135",""
"2003","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,679.223",""
"2003","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","347,909.312",""
"2003","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","338,997.563",""
"2003","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","321,918.262",""
"2003","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","234,557.190",""
"2003","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","5,091.988",""
"2003","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,960.455",""
"2003","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,858.240",""
"2003","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,624.195",""
"2003","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","14,902.034",""
"2003","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","13,982.576",""
"2003","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","14,493.500",""
"2003","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,506.162",""
"2003","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","33,246.719",""
"2003","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","29,233.092",""
"2003","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","29,205.883",""
"2003","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","20,309.441",""
"2003","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","142,453.173",""
"2003","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","132,599.628",""
"2003","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","126,048.767",""
"2003","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","95,352.135",""
"2003","France","Gross available energy","Total","Thousand tonnes of oil equivalent","274,084.996",""
"2003","France","Total energy supply","Total","Thousand tonnes of oil equivalent","266,584.742",""
"2003","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","255,053.883",""
"2003","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","166,100.028",""
"2003","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","9,674.813",""
"2003","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","9,592.356",""
"2003","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,989.715",""
"2003","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,422.958",""
"2003","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","186,803.422",""
"2003","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","181,817.863",""
"2003","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","175,784.005",""
"2003","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","137,070.410",""
"2003","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,804.066",""
"2003","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","2,340.995",""
"2003","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,606.321",""
"2003","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,546.625",""
"2003","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,563.260",""
"2003","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,335.469",""
"2003","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,295.734",""
"2003","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,809.793",""
"2003","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","9,477.881",""
"2003","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","9,337.632",""
"2003","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,388.572",""
"2003","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,915.444",""
"2003","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","4,237.431",""
"2003","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","3,845.753",""
"2003","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,193.911",""
"2003","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,614.478",""
"2003","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","26,347.864",""
"2003","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","26,139.299",""
"2003","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","24,974.746",""
"2003","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","18,811.358",""
"2003","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","1,831.112",""
"2003","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","834.024",""
"2003","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","915.128",""
"2003","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","316.741",""
"2003","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","97,306.557",""
"2003","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","80,612.765",""
"2003","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","70,454.873",""
"2003","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","62,868.783",""
"2003","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","32,660.739",""
"2003","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","32,162.493",""
"2003","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","30,877.590",""
"2003","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","26,559.973",""
"2003","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","91,425.245",""
"2003","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","90,847.718",""
"2003","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","86,985.624",""
"2003","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","59,945.484",""
"2003","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","26,488.911",""
"2003","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","25,232.987",""
"2003","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","23,558.757",""
"2003","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","20,355.050",""
"2003","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","39,927.117",""
"2003","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","39,807.040",""
"2003","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","38,304.145",""
"2003","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,213.114",""
"2003","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","7,100.552",""
"2003","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","7,074.219",""
"2003","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,829.235",""
"2003","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,110.007",""
"2003","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","18,544.997",""
"2003","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","18,511.101",""
"2003","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,255.200",""
"2003","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,082.368",""
"2003","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","37,932.542",""
"2003","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","36,923.268",""
"2003","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","36,137.341",""
"2003","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,645.601",""
"2003","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","52,220.300",""
"2003","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","50,084.595",""
"2003","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","48,471.891",""
"2003","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","33,576.546",""
"2003","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","3,393.971",""
"2003","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","3,220.076",""
"2003","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,187.560",""
"2003","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,967.420",""
"2003","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","27,814.181",""
"2003","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","27,008.523",""
"2003","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","24,726.494",""
"2003","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","21,891.476",""
"2003","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","237,112.231",""
"2003","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","224,693.809",""
"2003","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","223,802.169",""
"2003","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","149,926.056",""
"2003","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2003","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2003","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2003","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2003","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,785.552",""
"2003","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,777.121",""
"2003","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,751.947",""
"2003","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,650.789",""
"2003","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","2,039.811",""
"2003","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","1,991.540",""
"2003","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,993.678",""
"2003","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,734.484",""
"2003","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","16,603.607",""
"2003","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","16,539.931",""
"2003","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","16,230.771",""
"2003","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,549.371",""
"2003","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","80,225.262",""
"2003","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","78,678.524",""
"2003","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","75,875.109",""
"2003","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","60,868.474",""
"2003","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2003","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2003","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2003","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,997.300",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,997.300",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,990.350",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent","946.323",""
"2003","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2003","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2003","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2003","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2003","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","140,952.194",""
"2003","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","140,581.434",""
"2003","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","138,897.613",""
"2003","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","70,728.977",""
"2003","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2003","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2003","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2003","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2004","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,643,507.400",""
"2004","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,567,274.836",""
"2004","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,493,899.298",""
"2004","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,084,015.452",""
"2004","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,335,573.094",""
"2004","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,265,017.981",""
"2004","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,204,038.818",""
"2004","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","885,436.799",""
"2004","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","67,371.635",""
"2004","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","58,443.733",""
"2004","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","52,393.439",""
"2004","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","42,114.103",""
"2004","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","19,082.766",""
"2004","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","18,811.201",""
"2004","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","18,196.573",""
"2004","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,984.239",""
"2004","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","45,985.513",""
"2004","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","45,697.236",""
"2004","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","43,053.484",""
"2004","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","28,281.397",""
"2004","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","21,096.745",""
"2004","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","19,515.580",""
"2004","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,947.538",""
"2004","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,862.504",""
"2004","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","350,455.498",""
"2004","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","340,909.624",""
"2004","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","323,712.673",""
"2004","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","236,848.300",""
"2004","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","5,543.664",""
"2004","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","5,363.486",""
"2004","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,211.004",""
"2004","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,041.583",""
"2004","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","15,240.378",""
"2004","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","14,381.926",""
"2004","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","14,764.950",""
"2004","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,976.985",""
"2004","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","33,797.351",""
